duan4 jue2,to sever; to break off
duan4 lian4,to engage in physical exercise; to toughen; to temper
duan4,"paragraph; section; segment; stage (of a process); classifier for stories, periods of time, lengths of thread etc"
duan4,"to break; to snap; to cut off; to give up or abstain from sth; to judge; (usu. used in the negative) absolutely, definitely,decidedly"
dui1 ji1,to pile up; to heap; accumulation
dui1,a pile; a mass; heap; stack
dui4 bi3,contrast; balance; CL:個|个[ge4]
dui4 bu5 qi3,unworthy; to let down; I'm sorry; excuse me; pardon me; if you please; sorry? (please repeat)
dui4 ce4,countermeasure for dealing with a situation
dui4 chen4,symmetry; symmetrical
dui4 dai4,to treat; treatment
dui4 fang1,counterpart; other person involved; opposite side; other side; receiving party
dui4 fu5,to handle; to deal with; to cope; to get by with
dui4 hua4,dialog; CL:個|个[ge4]
dui4 huan4,to convert; to exchange
dui4 kang4,to withstand; to resist; to stand off; antagonism; confrontation
dui4 li4,to oppose; to set sth against; to be antagonistic to; antithetical; relative opposite; opposing; diametrical
dui4 lian2,rhyming couplet; pair of lines of verse written vertically down the sides of a doorway; CL:幅[fu2]
dui4 mian4,opposite
dui4 shou3,opponent; adversary; match
dui4 wu5,ranks; troops; CL:個|个[ge4]
dui4 xian4,(of a cheque etc) to cash; to honor a commitment
dui4 xiang4,target; object; partner; boyfriend; girlfriend; CL:個|个[ge4]
dui4 ying4,to correspond; a correspondence; corresponding; homologous; matching with sth; counterpart
dui4 yu2,regarding; as far as sth is concerned; with regards to
dui4 zhao4,to contrast; to compare; to place side by side for comparison (as parallel texts); to check
dui4,for; to
dui4,right
dun1,to crouch; to squat
dun1,ton; Taiwan pr. dun4
dun4 shi2,at once; immediately; forthwith
dun4,"stop; pause; to arrange; to lay out; to kowtow; to stamp; at once; classifier for meals, beating, tellings off etc: time, bout, spell, meal"
duo1 kui1,thanks to; luckily
duo1 me5,how (wonderful etc); what (a great idea etc); however (difficult it may be etc)
duo1 shao3,number; amount; somewhat
duo1 suo5,to tremble; to shiver; uncontrolled shaking of the body
duo1 yu2,superfluous; unnecessary; surplus
duo1 yuan2 hua4,diversification; pluralism; to diversify
duo1,many; much; a lot of; numerous; multi-
duo3 cang2,to hide oneself
duo3,"flower; earlobe; fig. item on both sides; classifier for flowers, clouds etc"
duo4 luo4,to morally degenerate; to become depraved; a fall from grace; a fall into sin or depravity
e2 wai4,extra; added; additional
e3 xin5,nausea; to feel sick; disgust; nauseating
e4 hua4,worsen
e4 lie4,vile; nasty; of very poor quality
e4 zhi4,to check; to contain; to hold back; to keep within limits; to constrain; to restrain
e4,to be hungry; hungry
en1 yuan4,(feeling of) resentment; (longstanding) grudge
er2 qie3,(not only ...) but also; moreover; in addition; furthermore
er2 tong2,child; CL:個|个[ge4]
er2 yi3,that's all; nothing more
er2 zi5,son
er2,and; as well as; and so; but (not); yet (not); (indicates causal relation); (indicates change of state); (indicates contrast)
er3 duo5,"ear; CL:隻|只[zhi1],個|个[ge4],對|对[dui4]"
er3 huan2,"earring; CL:隻|只[zhi1],對|对[dui4]"
er4 yang3 hua4 tan4,carbon dioxide CO2
er4,two; 2; stupid (Beijing dialect)
fa1 biao3,to issue (a statement); to publish; to issue; to put out
fa1 bu4,to release; to issue; to announce; to distribute; also written 發布|发布[fa1 bu4]
fa1 cai2,to get rich
fa1 chou2,to worry; to fret; to be anxious; to become sad
fa1 da2,developed (country etc); flourishing; to develop
fa1 dai1,to daydream; lost in thought
fa1 dong4,to start; to launch; to unleash; to mobilize; to arouse
fa1 dou3,shiver; shudder; tremble; tremulous
fa1 hui1,to display; to exhibit; to bring out implicit or innate qualities; to express (a thought or moral); to develop (an idea); to elaborate (on a theme)
fa1 huo3,to catch fire; to ignite; to detonate; to get angry
fa1 jue2,to find; to detect; to discover
fa1 ming2,to invent; invention; CL:個|个[ge4]
fa1 piao4,invoice; receipt or bill for purchase
fa1 shao1,have a high temperature (from illness); have a fever
fa1 she4,to shoot (a projectile); to fire (a rocket); to launch; to emit (a particle); to discharge; emanation; emission
fa1 sheng1,to happen; to occur; to take place; to break out
fa1 shi4,to vow; to pledge; to swear
fa1 xian4,to find; to discover
fa1 xing2,"to publish; to issue (stocks, currency etc); to release; to distribute (a film)"
fa1 yan2,inflamed from infection or injury; inflammation
fa1 yan2,statement; utterance; CL:個|个[ge4]
fa1 yang2,to develop; to make full use of
fa1 yu4,to develop; growth; development
fa1 zhan3,development; growth; to develop; to grow; to expand
fa1,to send out; to show (one's feeling); to issue; to develop; classifier for gunshots (rounds)
fa2 kuan3,(impose a) fine; penalty; fine (monetary)
fa3 lv4,"law; CL:條|条[tiao2], 套[tao4], 個|个[ge4]"
fa3 ren2,legal person; corporation; see also 自然人|自然人[zi4 ran2 ren2]
fa3 yuan4,court of law; court
fan1 yi4,"to translate; to interpret; translator; interpreter; translation; interpretation; CL:個|个[ge4],位[wei4],名[ming2]"
fan1,to take turns; order in series; time; a kind of; barbarians
fan1,to turn over; to flip over; to overturn; to translate; to decode
fan2 hua2,flourishing; bustling
fan2 mang2,busy; bustling
fan2 nao3,agonize; agony; annoyance; upset; vexation; worries
fan2 rong2,prosperous; booming (economy)
fan2 shi4,every; all
fan2 ti3 zi4,traditional Chinese character
fan2 zhi2,to breed; to reproduce; to propagate
fan3 bo2,to retort; to refute
fan3 chang2,unusual; abnormal
fan3 dao4,but on the contrary; but expectedly
fan3 dong4,reaction; reactionary
fan3 dui4,to fight against; to oppose; to be opposed to; opposition
fan3 er2,instead; on the contrary; contrary (to expectations)
fan3 fu4,repeatedly; over and over
fan3 gan3,to be disgusted with; to dislike; bad reaction; antipathy
fan3 kang4,to resist; to rebel
fan3 kui4,to send back information; feedback
fan3 mian4,reverse side of sth; opposite side of some topic; the other side
fan3 she4,to reflect; reflection (from a mirror etc); reflex (i.e. automatic reaction of organism)
fan3 si1,to think back over sth; to review; to revisit; to rethink; reflection; reassessment
fan3 wen4,to ask (a question) in reply; to answer a question with a question; rhetorical question
fan3 ying4,"to mirror; to reflect; mirror image; reflection; fig. to report; to make known; to render; used erroneously for 反應|反应, response or reaction"
fan3 ying4,to react; to respond; reaction; response; reply; chemical reaction; CL:個|个[ge4]
fan3 zheng4,to put things back in order; to return to the correct path; in any event; come what may; whatever happens (I'm still sure it's right); anyway
fan3 zhi1,on the other hand...; conversely...
fan4 chou2,category
fan4 guan3,restaurant; CL:家[jia1]
fan4 lan4,to be in flood; to overflow (the banks); to inundate; to spread unchecked
fan4 mai4,to sell; to peddle; to traffic
fan4 wei2,range; scope; limit; extent; CL:個|个[ge4]
fang1 an4,plan; program (for action etc); proposal; proposed bill; CL:個|个[ge4]
fang1 bian4,convenient; to help out; to make things easy for people; convenience; suitable; having money to spare; (euphemism) to go to the toilet
fang1 fa3,method; way; means; CL:個|个[ge4]
fang1 mian4,respect; aspect; field; side; CL:個|个[ge4]
fang1 shi4,way (of life); pattern; style; mode; manner; CL:個|个[ge4]
fang1 wei4,direction; points of the compass; bearing; position; azimuth
fang1 xiang4,direction; orientation; path to follow; CL:個|个[ge4]
fang1 yan2,dialect
fang1 zhen1,policy; guidelines; CL:個|个[ge4]
fang1,"square; power or involution (mathematics); upright; honest; fair and square; direction; side; party (to a contract, dispute etc); place; method; prescription (medicine); upright or honest; just when; only or just; classifier for square things; abbr. for square or cubic meter"
fang2 ai4,to hinder; to obstruct
fang2 dong1,landlord
fang2 jian1,room; CL:間|间[jian1]
fang2 shou3,defend; protect (against)
fang2 yi4,disease prevention; protection against epidemic
fang2 yu4,defense
fang2 zhi3,to prevent; to guard against; to take precautions
fang2 zhi4,prevention and cure
fang3 fu2,to seem; as if; alike; similar
fang3 wen4,to visit; to call on; to interview; CL:次[ci4]
fang3 zhi1,spinning and weaving
fang4 da4,to enlarge; to magnify
fang4 qi4,to renounce; to abandon; to give up
fang4 she4,to radiate; radioactive
fang4 shou3,let go; have a free hand; let go one's hold
fang4 shu3 jia4,take summer vacation
fang4 song1,to loosen; to relax
fang4 xin1,to set one's mind at rest; to be at ease; to rest
fang4,to release; to free; to let go; to put; to place; to let out; to set off (fireworks)
fei1 chang2,unusual; extraordinary; extreme; very; exceptional
fei1 fa3,illegal
fei1 ji1,airplane; CL: 架[jia4]
fei1 qin2 zou3 shou4,birds and animals; the beasts of the field and the birds of the air
fei1 xiang2,fly
fei1 yue4,to leap
fei1,non-; not-; un-; abbr. for Africa 非洲; wrong; evil-doing; insist on; simply must
fei2 wo4,fertile
fei2 zao4,"soap; CL:塊|块[kuai4],條|条[tiao2]"
fei3 bang4,slander; libel
fei3 tu2,gangster; bandit
fei4 chu2,to abolish; to abrogate; to repeal
fei4 hua4,nonsense; rubbish; superfluous words; You don't say!; No kidding! (gently sarcastic)
fei4 teng2,boiling; ebullition
fei4 xu1,ruins
fei4 yong4,"cost; expenditure; expense; CL:筆|笔[bi3],個|个[ge4]"
fei4,lung; CL:個|个[ge4]
fen1 bian4,to distinguish; to differentiate; to resolve; to defend against an accusation; to exculpate
fen1 bie2,to part or leave each other; to distinguish; difference; in different ways; differently; separately or individually
fen1 bu4,distributed; to distribute
fen1 cun5,propriety; appropriate behavior; proper speech or action; within the norms
fen1 fen1,one after another; in succession; one by one; continuously; diverse; in profusion; numerous and confused; pell-mell
fen1 fu4,to tell; to instruct; to command
fen1 hong2,a bonus; to award a bonus
fen1 jie3,to resolve; to decompose; to break down
fen1 lie4,to split up; to divide; to break up; fission
fen1 mi4,secrete
fen1 ming2,clearly demarcated; sharply contoured
fen1 pei4,to distribute; to assign; to allocate
fen1 qi2,"difference (of opinion, position); bifurcation"
fen1 san4,scatter; disperse; distribute
fen1 shou3,to split up; to break up
fen1 xi1,to analyze; analysis; CL:個|个[ge4]
fen1 zhi1,"used for fractions and percentages, e.g. 四分之一 is 1/4 and 百分之一 is 1%"
fen1 zhong1,minute
fen1,to divide; to separate; to allocate; to distinguish (good and bad); part or subdivision; fraction; one tenth (of certain units); unit of length equivalent to 0.33 cm; minute; a point (in sports or games); 0.01 yuan (unit of money)
fen2 mu4,sepulcher; tomb
fen3 mo4,fine powder; dust
fen3 se4,white; light pink; erotic; beautiful woman; powdered (with make-up)
fen3 sui4,crash; break up
fen4 dou4,to strive; to struggle
fen4 liang4,weight; measure
fen4 nu4,angry; indignant
fen4,"part; share; portion; copy; classifier for gifts, newspaper, magazine, papers, reports, contracts etc"
feng1 bao4,"storm; violent commotion; fig. crisis (e.g. revolution, uprising, financial crisis etc)"
feng1 bi4,to seal; to close; to confine; to seal off; to close down; sealed; confined; closed; unreceptive
feng1 du4,elegance (for men); elegant demeanor; grace; poise
feng1 fu4,rich; plentiful; abundant
feng1 ge2,style
feng1 guang1,scene; view; sight; landscape; to be well-regarded; to be well-off; grand (topolect); impressive (topolect)
feng1 jian4,system of enfeoffment; feudalism; feudal; feudalistic
feng1 jing3,scenery; landscape; CL:個|个[ge4]
feng1 kuang2,madness; extreme popularity
feng1 li4,sharp (e.g. knife blade); incisive; to the point
feng1 man3,plentiful; rich; plump; well-rounded
feng1 qi4,general mood; atmosphere; common practice
feng1 qu4,humor; wit; humorous; witty
feng1 sheng4,rich; sumptuous
feng1 shou1,bumper harvest
feng1 su2,social custom; CL:個|个[ge4]
feng1 suo3,to blockade; to seal off
feng1 tu3 ren2 qing2,local conditions and customs (idiom)
feng1 wei4,local flavor; local style
feng1 xian3,risk; venture; hazard
feng2,to meet by chance; to come across; to fawn upon
feng3 ci4,to satirize; to mock; irony; satire; sarcasm
feng4 xian4,to consecrate; to dedicate; to devote
fou3 ding4,to negate; negative (answer); CL:個|个[ge4]
fou3 jue2,veto; to overrule; to veto; to reject
fou3 ren4,to declare to be untrue; to deny
fou3 ze2,if not; otherwise; else; or else
fu1 fu4,a (married) couple; husband and wife; CL:對|对[dui4]
fu1 ren5,lady; madam; Mrs.; CL:位[wei4]
fu1 yan3,to elaborate (on a theme); to expound (the classics); perfunctory; to skimp; to botch; to do sth half-heartedly or just for show; barely enough to get by
fu2 cong2,to obey (an order); to comply; to defer
fu2 du4,width; extent; range; scope
fu2 hao4,symbol; mark; sign
fu2 he2,in keeping with; in accordance with; tallying with; in line with; to agree with; to accord with; to conform to; to correspond with; to manage; to handle
fu2 li4,(material) welfare; well-being
fu2 lu3,captive
fu2 qi4,to be convinced; to accept
fu2 qi5,good fortune; to enjoy good fortune
fu2 she4,radiation
fu2 wu4 yuan2,waiter; waitress; attendant; customer service personnel; CL:個|个[ge4]
fu2 zhuang1,dress; clothing; costume; clothes; CL:身[shen1]
fu2,to support with hand; to help sb up; to help
fu2,width; roll; classifier for textiles or pictures
fu3 bai4,corruption; corrupt; rotten
fu3 dao3,to coach; to tutor; to give advice (in study)
fu3 lan4,to rot; to become gangrenous
fu3 shi2,corrosion; to corrode (degrade chemically); to rot; corruption
fu3 xiu3,rotten; decayed; decadent; degenerate
fu3 yang3,looking up and down; actions; being obliging
fu3 yang3,to foster; to bring up; to raise
fu3 zhu4,to assist; to aid; supplementary; auxiliary; subsidiary
fu4 dan1,burden; to bear a burden
fu4 gai4,to cover
fu4 he4,to parrot; to crib; to copy sb's action or words; to trail sb's footsteps; copy-cat
fu4 huo2,to bring back to life; to revive; resurrection
fu4 jian4,enclosure; attachment (email); appendix
fu4 jin4,(in the) vicinity; nearby; neighboring; next to
fu4 kuan3,pay; payment
fu4 nv3,woman
fu4 qin1,father; also pr. with light tone [fu4 qin5]; CL:個|个[ge4]
fu4 shu3,subsidiary; auxiliary; attached; affiliated; subordinate; subordinating
fu4 xi2,to revise; to review; revision; CL:次[ci4]
fu4 xie4,diarrhea; to have the runs
fu4 xing1,to revive; rebirth
fu4 yin4,to photocopy; to duplicate a document
fu4 yu3,to assign; to entrust (a task); to give; to bestow
fu4 yu4,abundant; affluent; richness; affluence
fu4 za2,complicated; complex
fu4 ze2,to be in charge of; to take responsibility for; to be to blame; conscientious
fu4 zhi4,to duplicate; to make a copy of; to copy; to reproduce; to clone
fu4 zuo4 yong4,side effect
fu4,rich; surname Fu
fu4,secondary; auxiliary; deputy; assistant; vice-; abbr. for 副詞|副词 adverb; classifier for pairs
gai3 bian4,to change; to alter; to transform
gai3 ge2,to reform; CL:個|个[ge4]
gai3 jin4,to improve; to make better; CL:個|个[ge4]
gai3 liang2,improve
gai3 shan4,to make better; to improve; CL:個|个[ge4]
gai3 zheng4,to correct; to amend; to put right; correction; CL:個|个[ge4]
gai4 kuo4,to summarize; to generalize; briefly; CL:個|个[ge4]
gai4 nian4,concept; idea; CL:個|个[ge4]
gai4 zhang1,to affix a seal (to sth)
gai4,lid; top; cover; canopy; to build
gan1 bei1,to drink a toast; Cheers! (proposing a toast); Here's to you!; Bottoms up!; lit. dry cup
gan1 cui4,straightforward; clear-cut; blunt (e.g. statement); you might as well; simply
gan1 ga4,awkward; embarrassed
gan1 han4,drought; arid; dry
gan1 jing4,clean; neat
gan1 rao3,to interfere; obstruction
gan1 she4,to interfere; to meddle; interference
gan1 xin1,to be willing to; to resign oneself to
gan1 yu4,to meddle; to intervene; intervention
gan1 zao4,"to dry (of weather, paint, cement etc); desiccation; dull; uninteresting; arid"
gan3 dong4,to move (sb); to touch (sb emotionally); moving
gan3 ji1,to express thanks; grateful; moved to gratitude
gan3 jin3,hurriedly
gan3 jue2,to feel; to become aware of; feeling; sense; perception; CL:個|个[ge4]
gan3 kai3,lament; with a tinge of emotion or regret
gan3 kuai4,at once; immediately
gan3 mao4,"to catch cold; (common) cold; CL:場|场[chang2],次[ci4]"
gan3 qing2,"feeling; emotion; sensation; likes and dislikes; deep affection for sb or sth; relationship (i.e. love affair); CL:個|个[ge4],種|种[zhong3]"
gan3 ran3,infection; to infect; to influence
gan3 shou4,to sense; perception; to feel (through the senses); a feeling; an impression; an experience
gan3 xiang3,"impressions; reflections; thoughts; CL:通[tong4],個|个[ge4]"
gan3 xie4,(express) thanks; gratitude; grateful; thankful; thanks
gan3,to dare; daring; (polite) may I venture
gan4 huo2 r5,to work; manual labor
gan4 jin4,enthusiasm for doing sth
gan4,to work; to do; to manage
gang1 cai2,just now; a moment ago
gang1 gang1,just recently; just a moment ago
gang1 ling3,program; guiding principle
gang1 tie3,steel
gang1,to raise aloft with both hands
gang3 kou3,port; harbor
gang3 wan1,natural harbor; bay serving as harbor
gang3 wei4,a post; a job
gang4 gan3,lever; pry bar; crowbar; financial leverage
gao1 chao1,excellent; superlative
gao1 chao2,high tide; high water; upsurge; climax; orgasm; chorus (part of a song)
gao1 dang4,superior quality; high grade; top grade
gao1 feng1,peak; summit; height
gao1 ji2,high level; high grade; advanced; high-ranking
gao1 kao3,college entrance exam; abbr. for 普通高等學校招生全國統一考試|普通高等学校招生全国统一考试[pu3 tong1 gao1 deng3 xue2 xiao4 zhao1 sheng1 quan2 guo2 tong3 yi1 kao3 shi4]
gao1 ming2,wise; brilliant; superior
gao1 shang4,nobly; lofty
gao1 su4 gong1 lu4,expressway; highway; freeway
gao1 xing4,happy; glad; willing (to do sth); in a cheerful mood
gao1 zhang3,upsurge; (tensions etc) run high
gao1,high; tall; above average; loud; your (honorific); surname Gao
gao3 jian4,rough draft; material contributing to a final document
gao3,to do; to make; to go in for; to set up; to get hold of; to take care of
gao4 bie2,to leave; to bid farewell to; to say good-bye to
gao4 ci2,to take leave
gao4 jie4,to warn; to admonish
gao4 su5,to tell; to inform; to let know
ge1 bo5,"arm; CL:隻|只[zhi1],條|条[tiao2],雙|双[shuang1]"
ge1 da5,swelling or lump on skin; pimple; knot; preoccupation; problem
ge1 ge5,"older brother; CL:個|个[ge4],位[wei4]"
ge1 song4,sing the praises of; extol; eulogize
ge1 zi5,pigeon; dove; various birds of the species Columbidae
ge1,to cut; to cut apart
ge1,to place; to put aside; to shelve
ge2 bi4,next door
ge2 he2,estrangement
ge2 ju2,structure; pattern; layout
ge2 li2,to separate; to isolate
ge2 ming4,revolution; revolutionary (politics); CL:次[ci4]
ge2 shi4,form; specification; format
ge2 wai4,especially; particularly
ge4 bie2,individual; specific; respective; just one or two
ge4 ren2,individual; personal; oneself
ge4 shu1 ji3 jian4,everyone gives their own view
ge4 ti3,individual
ge4 xing4,individuality; personality
ge4 zi4,each; respective; apiece
ge4 zi5,height; stature; build; size
ge4,each; every
ge4,individual; this; that; size; classifier for people or objects in general
gei3,to; for; for the benefit of; to give; to allow; to do sth (for sb); (passive particle)
gen1 ben3,fundamental; basic; root; simply; absolutely (not); (not) at all; CL:個|个[ge4]
gen1 ju4,according to; based on; basis; foundation; CL:個|个[ge4]
gen1 qian2,in front of; close to; nearby; the time just before
gen1 shen1 di4 gu4,deep-rooted (problem etc)
gen1 sui2,to follow
gen1 yuan2,origin; root (cause)
gen1 zong1,to follow sb's tracks; to tail; to shadow
gen1,"root; basis; classifier for long slender objects, e.g. cigarettes, guitar strings; CL:條|条[tiao2]; radical (chemistry)"
gen1,heel; to follow closely; to go with; to marry sb (of woman); with; towards; as (compared to); from (different from); and (in addition to)
geng1 di4,arable land; to plow land
geng1 xin1,to replace the old with new; to renew; to renovate; to upgrade; to update; to regenerate
geng1 zheng4,to correct; to make a correction
geng4 jia1,more (than sth else); even more
geng4,even more; furthermore
gong1 an1 ju2,Public Security Bureau
gong1 bu4 ying4 qiu2,supply does not meet demand
gong1 bu4,to announce; to make public; to publish
gong1 chang3,"factory; CL:家[jia1],座[zuo4]"
gong1 cheng2 shi1,"engineer; CL:個|个[ge4],位[wei4],名[ming2]"
gong1 dao4,justice; fairness; public highway
gong1 dian4,palace; CL:座[zuo4]
gong1 fu5,skill; art; kung fu; labor; effort
gong1 fu5,time; skill
gong1 gao4,post; announcement
gong1 gong4 qi4 che1,"bus; CL:輛|辆[liang4],班[ban1]"
gong1 guan1,public relations
gong1 ji1,to attack; to accuse; to charge; an attack (terrorist or military)
gong1 ji3,to furnish; to provide; supply (as in supply and demand)
gong1 jin1,kilogram (kg)
gong1 jing4,deferential; with respect
gong1 ju4,tool; instrument; utensil; means (to achieve a goal etc)
gong1 kai1,public; to publish; to make public
gong1 ke4,homework; assignment; task; classwork; lesson; study; CL:門|门[men2]
gong1 ke4,to capture; to take
gong1 lao2,contribution; meritorious service; credit
gong1 li3,kilometer
gong1 min2,citizen
gong1 neng2,function; capability
gong1 ping2,fair; impartial
gong1 po2,husband's parents; parents-in-law
gong1 ran2,openly; publicly; undisguised
gong1 ren2,"worker; CL:個|个[ge4],名[ming2]"
gong1 ren4,publicly known (to be); accepted (as)
gong1 shi4,formula
gong1 si1,(business) company; company; firm; corporation; incorporated; CL:家[jia1]
gong1 wu4,official business
gong1 xiao4,efficacy
gong1 ye4,industry; CL:種|种[zhong3]
gong1 yi4 pin3,handicraft article; handiwork; CL:個|个[ge4]
gong1 yu4,apartment building; block of flats; CL:套|套[tao4]
gong1 yuan2,(year) AD; Christian era
gong1 yuan2,public park; CL:場|场[chang3]
gong1 zheng4,just; fair; equitable
gong1 zheng4,notarization; notarized; acknowledgement
gong1 zhu3,princess
gong1 zi1,"wages; pay; CL:個|个[ge4],份[fen4],月[yue4]"
gong1 zuo4,"job; work; construction; task; CL:個|个[ge4],份[fen4],項|项[xiang4]"
gong3 gu4,to consolidate; consolidation; to strengthen
gong4 he2 guo2,republic
gong4 ji4,to sum up to; to total
gong4 ming2,physical resonance; sympathetic response to sth
gong4 tong2,common; joint; jointly; together; collaborative
gong4 xian4,to contribute; to dedicate; to devote; contribution; CL:個|个[ge4]
gou1 jie2,to collude with; to collaborate with; to gang up with
gou1 tong1,communicate
gou1 zi5,hook
gou3,"dog; CL:隻|只[zhi1],條|条[tiao2]"
gou4 cheng2,to constitute; to form; to compose; to make up; to configure (computing)
gou4 si1,to outline a story; to make a preliminary sketch
gou4 wu4,shopping
gou4,to reach; to be enough
gu1 dan1,lone; lonely; loneliness
gu1 du2,lonely; solitary
gu1 fu4,to fail to live up (to expectations); unworthy (of trust); to let down; to betray (hopes); to disappoint
gu1 gu5,paternal aunt; CL:個|个[ge4]
gu1 ji4,to estimate; to reckon; CL:個|个[ge4]
gu1 li4,isolate; isolated
gu1 niang5,girl; young woman; young lady; daughter; CL:個|个[ge4]
gu1 qie3,temporarily; the time being; for the moment; provisional; tentatively
gu3 dai4,ancient times; olden times
gu3 dian3,classical
gu3 dong1,shareholder; stockholder
gu3 dong3,curio; antique
gu3 dong4,to agitate; to arouse; to instigate; to encite
gu3 fen4,a share (in a company); stock
gu3 gan4,diaphysis (long segment of a bone); fig. backbone
gu3 guai4,eccentric; grotesque; oddly; queer
gu3 lao3,ancient; old; age-old
gu3 li4,to encourage
gu3 piao4,share; stock (market)
gu3 tou5,"bone; strong character; CL:根[gen1],塊|块[kuai4]"
gu3 wu3,heartening (news); boost (morale); CL:個|个[ge4]
gu3 zhang3,to applaud; to clap
gu4 ding4,fixed; set; regular
gu4 ke4,client; customer; CL:位[wei4]
gu4 lv4,misgivings; apprehensions
gu4 ran2,admittedly (it's true that...)
gu4 shi5,story; tale; narrative
gu4 ti3,solid
gu4 wen4,adviser; consultant
gu4 xiang1,home; homeland; native place; CL:個|个[ge4]
gu4 yi4,deliberately; on purpose
gu4 yong1,to employ; to hire
gu4 you3,intrinsic to sth; inherent; native
gu4 zhang4,malfunction; breakdown; defect; shortcoming; fault; failure; impediment; error; bug (in software)
gu4 zhi5,persistent; stubborn
gua1 feng1,to be windy
gua4 hao4,to register (a letter etc)
gua4,to hang or suspend (from a hook etc); (of a telephone call) to hang up; to be worried or concerned; to make a phone call (topolect); to register or record; to hitch; classifier for sets or clusters of objects
guai1,"(of a child) obedient, well-behaved; clever; shrewd; alert; perverse; contrary to reason; irregular; abnormal"
guai3 wan1,to go round a curve; to turn a corner; fig. a new direction
guai3 zhang4,crutches; crutch; walking stick
guai4 bu5 de5,lit. you can't blame it!; no wonder!; so that's why!
guan1 bi4,to close; to shut
guan1 cha2,to observe; to watch; to survey; to examine; observation; view; perspective; CL:個|个[ge4]
guan1 dian3,point of view; viewpoint; standpoint; CL:個|个[ge4]
guan1 fang1,official; (by the) government
guan1 guang1,to tour; sightseeing; tourism
guan1 huai2,care; solicitude; to show care for; concerned about; attentive to
guan1 jian4,crucial point; crux; CL:個|个[ge4]; key; crucial; pivotal
guan1 nian4,notion; thought; concept; sense; views; ideology; general impressions
guan1 xi4,relation; relationship; to concern; to affect; to have to do with; guanxi; CL:個|个[ge4]
guan1 xin1,to care for sth; caring; concerned
guan1 yu2,pertaining to; concerning; regarding; with regards to; about; a matter of
guan1 zhao4,to take care; to keep an eye on; to look after; to tell; to remind
guan1 zhong4,spectators; audience; visitors (to an exhibition etc)
guan1,mountain pass; to close; to shut; to turn off; to concern; to involve
guan1,official; government; organ of body; CL:個|个[ge4]
guan3 li3,to supervise; to manage; to administer; management; administration; CL:個|个[ge4]
guan3 xia2,to administer; to have jurisdiction (over)
guan3 zi3,tube; pipe; drinking straw; CL:根[gen1]
guan4 che4,to implement; to put into practice; to carry out
guan4 gai4,to irrigate
guan4 jun1,champion; CL:個|个[ge4]
guan4 li4,conventional
guan4 tou5,tin; can; CL:個|个[ge4]
guan4,can; jar; pot
guang1 cai3,luster; splendor; radiance; brilliance
guang1 hua5,glossy; sleek; smooth
guang1 hui1,radiance; glory; brilliant; magnificent
guang1 lin2,(honorific) Welcome!; You honor us with your presence.; It is an honor to have you.
guang1 mang2,rays of light; brilliant rays; radiance
guang1 ming2,light; illumination; radiance (esp. glory of Buddha etc); fig. bright prospect; openhearted
guang1 pan2,"compact disc; CD or DVD; CD ROM; CL:片[pian4],張|张[zhang1]"
guang1 rong2,honor and glory; CL:個|个[ge4]
guang1,light; ray; CL:道[dao4]; bright; only; merely; to use up
guang3 bo1,broadcast; widely spread; CL:個|个[ge4]
guang3 chang3,a public square (e.g. Tiananmen Square); plaza; CL:個|个[ge4]
guang3 da4,(of an area) vast or extensive; large-scale; widespread; (of people) numerous
guang3 fan4,extensive; wide range
guang3 gao4,to advertise; a commercial; advertisement; CL:項|项[xiang4]
guang3 kuo4,wide; vast
guang4,to stroll; to visit
gui1 ding4,provision; to fix; to set; to formulate; to stipulate; to provide; regulation; rule; CL:個|个[ge4]
gui1 fan4,norm; standard; specification; regulation; rule; within the rules; to fix rules; to regulate; to specify
gui1 ge2,standard; norm; specification
gui1 gen1 dao4 di3,(saying) to sum it up...
gui1 hua4,plan; program
gui1 huan2,to return sth; to revert
gui1 ju5,lit. compass and set square; fig. established standard; rule; customs; practices; fig. upright and honest; well-behaved
gui1 lv4,rule (e.g. of science); law of behavior; regular pattern; rhythm; discipline
gui1 mo2,scale; scope; extent; CL:個|个[ge4]
gui1 na4,to sum up; to summarize; to conclude from facts; induction (method of deduction in logic)
gui1 ze2,rule; regulation; rules and regulations
gui1 zhang1,rule; regulation
gui3 dao4,orbit; railway or tram line; fig. conventional way of thinking
gui4 tai2,sales counter; front desk; bar
gui4 zu2,lord; nobility; nobleman; noblewoman; aristocrat; aristocracy
gui4,expensive; noble; your (name); precious
gui4,kneel
gun3,to boil; to roll; get lost (imperative); take a hike
gun4 bang4,club
guo1,"pot; pan; boiler; CL:口[kou3],隻|只[zhi1]"
guo2 fang2,national defense
guo2 ji2,nationality
guo2 ji4,international
guo2 jia1,country; nation; state; CL:個|个[ge4]
guo3 duan4,firm; decisive
guo3 ran2,really; sure enough; as expected
guo3 shi2,fruit; gains
guo3 zhi1,fruit juice
guo4 cheng2,course of events; process; CL:個|个[ge4]
guo4 du4,excessive; over-; excess; going too far; extravagant; intemperate; overdue
guo4 du4,to cross over (by ferry); transition; interim; caretaker (administration)
guo4 fen4,excessive; undue; overly
guo4 jiang3,to over-praise; to flatter
guo4 lv4,to filter; filter
guo4 min3,to be allergic; allergy
guo4 qi1,to be overdue; to exceed the time limit; to expire (as in expiration date)
guo4 qu5,(in the) past; former; previous; to go over; to pass by
guo4 shi1,defect; fault
guo4 wen4,to show an interest in; to get involved with
