1,计划,計劃,jìhuà
1,记,記,jì
1,技术,技術,jìshù
1,继续,繼續,jìxù
1,寄,寄,jì
1,加,加,jiā
1,家,家,jiā
1,家庭,家庭,jiātíng
1,坚持,堅持,jiānchí
1,间,間,jiān
1,检查,檢查,jiǎnchá
1,简单,簡單,jiǎndān
1,见,見,jiàn
1,见面,見面,jiànmiàn
1,件,件,jiàn
1,建设,建設,jiànshè
1,健康,健康,jiànkāng
1,江,江,jiāng
1,将来,將來,jiānglái
1,讲,講,jiǎng
1,交,交,jiāo
1,教,教,jiāo
1,角,角,jiǎo
1,饺子,餃子,jiǎozi
1,脚,腳,jiǎo
1,叫,叫,jiào
1,教室,教室,jiàoshì
1,教育,教育,jiàoyù
1,接,接,jiē
1,接着,接著,jiēzhe
1,街,街,jiē
1,节,節,jié
1,节目,節目,jiémù
1,节日,節日,jiérì
1,结果,結果,jiéguǒ
1,结束,結束,jiéshù
1,姐姐,姐姐,jiějie
1,解决,解決,jiějué
1,借,借,jiè
1,介绍,介紹,jièshào
1,斤,斤,jīn
1,今年,今年,jīnnián
1,今天,今天,jīntiān
1,紧,緊,jǐn
1,紧张,緊張,jǐnzhāng
1,近,近,jìn
1,进,進,jìn
1,进来,進來,jìnlái
1,进去,進去,jìnqù
1,进行,進行,jìnxíng
1,经常,經常,jīngcháng
1,经过,經過,jīngguò
1,经济,經濟,jīngjì
1,经验,經驗,jīngyàn
1,精彩,精彩,jīngcǎi
1,精神,精神,jīngshén
1,九,九,jiǔ
1,久,久,jiǔ
1,酒,酒,jiǔ
1,旧,舊,jiù
1,就,就,jiù
1,橘子,橘子,júzi
1,举,舉,jǔ
1,句,句,jù
1,句子,句子,jùzi
1,决定,決定,juédìng
1,觉得,覺得,juéde
1,咖啡,咖啡,kāfēi
1,卡车,卡車,kǎchē
1,开,開,kāi
1,开始,開始,kāishǐ
1,开玩笑,開玩笑,kāiwánxiào
1,开学,開學,kāixué
1,看,看,kàn
1,看病,看病,kànbìng
1,看见,看見,kànjiàn
1,考试,考試,kǎoshì
1,棵,棵,kē
1,科学,科學,kēxué
1,咳嗽,咳嗽,késòu
1,可能,可能,kěnéng
1,可是,可是,kěshì
1,可以,可以,kěyǐ
1,渴,渴,kě
1,克,克,kè
1,刻,刻,kè
1,客气,客氣,kèqì
1,课,課,kè
1,课本,課本,kèběn
1,课文,課文,kèwén
1,空气,空氣,kōngqì
1,口,口,kǒu
1,口语,口語,kǒuyǔ
1,哭,哭,kū
1,苦,苦,kǔ
1,块,塊,kuài
1,快,快,kuài
1,困难,困難,kùnnán
1,拉,拉,lā
1,啦,啦,la
1,来,來,lái
1,蓝,藍,lán
1,篮球,籃球,lánqiú
1,劳动,勞動,láodòng
1,劳驾,勞駕,láojià
1,老,老,lǎo
1,老师,老師,lǎoshī
1,了,了,le
1,累,累,lèi
1,冷,冷,lěng
1,离,離,lí
1,离开,離開,líkāi
1,里,裡,lǐ
1,里边,裡邊,lǐbiān
1,礼物,禮物,lǐwù
1,历史,歷史,lìshǐ
1,立刻,立刻,lìkè
1,利用,利用,lìyòng
1,例如,例如,lìrú
1,俩,倆,liǎ
1,连...都...,連...都...,lián...dōu...
1,联系,聯繫,liánxì
1,脸,臉,liǎn
1,练习,練習,liànxí
1,凉快,涼快,liángkuài
1,两,兩,liǎng
1,亮,亮,liàng
1,辆,輛,liàng
1,了,了,liǎo
1,了解,瞭解,liǎojiě
1,零,零,líng
1,领导,領導,lǐngdǎo
1,流,流,liú
1,留,留,liú
1,留念,留念,liúniàn
1,留学生,留學生,liúxuéshēng
1,六,六,liù
1,楼,樓,lóu
1,路,路,lù
1,录音,錄音,lùyīn
1,旅行,旅行,lǚxíng
1,绿,綠,lǜ
1,乱,亂,luàn
1,妈妈,媽媽,māma
1,麻烦,麻煩,máfan
1,马,馬,mǎ
1,马上,馬上,mǎshàng
1,吗,嗎,ma
1,嘛,嘛,ma
1,买,買,mǎi
1,卖,賣,mài
1,满,滿,mǎn
1,满意,滿意,mǎnyì
1,慢,慢,màn
1,忙,忙,máng
1,毛,毛,máo
1,帽子,帽子,màozi
1,没,沒,méi
1,没关系,沒關係,méiguānxi
1,没意思,沒意思,méiyìsi
1,没有,沒有,méiyǒu
1,每,每,měi
1,妹妹,妹妹,mèimèi
1,门,門,mén
1,门口,門口,ménkǒu
1,们,們,men
1,米,米,mǐ
1,米饭,米飯,mǐfàn
1,面包,麵包,miànbāo
1,面条儿,麵條兒,miàntiáor
1,民族,民族,mínzú
1,名字,名字,míngzi
1,明年,明年,míngnián
1,明天,明天,míngtiān
1,母亲,母親,mǔqīn
1,目前,目前,mùqián
1,拿,拿,ná
1,哪,哪,nǎ
1,哪里,哪裡,nǎli
1,那,那,nà
1,那个,那個,nǎge
1,那里,那裡,nǎlǐ
1,那么,那麼,nàme
1,那些,那些,nàxiē
1,那样,那樣,nàyàng
1,哪,哪,na
1,呐,吶,na
1,男,男,nán
1,南,南,nán
1,南边,南邊,nánbiān
1,难,難,nán
1,呢,呢,ne
1,内,內,nèi
1,内容,內容,nèiróng
1,能,能,néng
1,能够,能夠,nénggòu
1,嗯,嗯,ng
1,你,你,nǐ
1,你们,你們,nǐmen
1,年,年,nián
1,年级,年級,niánjí
1,年纪,年紀,niánjì
1,年轻,年輕,niánqīng
1,念,念,niàn
1,您,您,nín
1,牛,牛,niú
1,牛奶,牛奶,niúnǎi
1,农村,農村,nóngcūn
1,农民,農民,nóngmín
1,农业,農業,nóngyè
1,努力,努力,nǔlì
1,女,女,nǚ
1,女儿,女兒,nǚ'ér
1,暖和,暖和,nuǎnhuó
1,爬,爬,pá
1,怕,怕,pà
1,拍,拍,pāi
1,排球,排球,páiqiú
1,派,派,pài
1,旁边,旁邊,pángbiān
1,跑,跑,pǎo
1,跑步,跑步,pǎobù
1,朋友,朋友,péngyou
1,碰,碰,pèng
1,批评,批評,pīpíng
1,啤酒,啤酒,píjiǔ
1,篇,篇,piān
1,便宜,便宜,piányi
1,片,片,piàn
1,漂亮,漂亮,piàoliang
1,票,票,piào
1,苹果,蘋果,píngguǒ
1,瓶,瓶,píng
1,破,破,pò
1,七,七,qī
1,骑,騎,qí
1,起,起,qǐ
1,起床,起床,qǐchuáng
1,起来,起來,qǐlái
1,汽车,汽車,qìchē
1,汽水,汽水,qìshuǐ
1,千,千,qiān
1,铅笔,鉛筆,qiānbǐ
1,钱,錢,qián
1,前,前,qián
1,前边,前邊,qiánbiān
1,浅,淺,qiǎn
1,墙,牆,qiáng
1,桥,橋,qiáo
1,青年,青年,qīngnián
1,轻,輕,qīng
1,清楚,清楚,qīngchǔ
1,晴,晴,qíng
1,情况,情況,qíngkuàng
1,请,請,qǐng
1,请假,請假,qǐngjià
1,请问,請問,qǐngwèn
1,秋,秋,qiū
1,秋天,秋天,qiūtiān
1,球,球,qiú
1,取得,取得,qǔdé
1,去,去,qù
1,去年,去年,qùnián
1,全,全,quán
1,全部,全部,quánbù
1,全体,全體,quántǐ
1,确实,確實,quèshí
1,然后,然後,ránhòu
1,让,讓,ràng
1,热,熱,rè
1,热情,熱情,rèqíng
1,人,人,rén
1,人们,人們,rénmen
1,人民,人民,rénmín
1,任何,任何,rènhé
1,认识,認識,rènshi
1,认为,認為,rènwéi
1,认真,認真,rènzhēn
1,日,日,rì
1,日语,日語,Rìyǔ
1,日子,日子,rìzi
1,容易,容易,róngyì
1,肉,肉,ròu
1,三,三,sān
1,散步,散步,sànbù
1,山,山,shān
1,商店,商店,shāngdiàn
1,上,上,shàng
1,上边,上邊,shàngbiān
1,上课,上課,shàngkè
1,上来,上來,shànglái
1,上去,上去,shàngqù
1,上午,上午,shàngwǔ
1,上学,上學,shàngxué
1,少,少,shǎo
1,社会,社會,shèhuì
1,身体,身體,shēntǐ
1,深,深,shēn
1,什么,什麼,shénme
1,声,聲,shēng
1,声调,聲調,shēngdiào
1,声音,聲音,shēngyīn
1,生产,生產,shēngchǎn
1,生词,生詞,shēngcí
1,生活,生活,shēnghuó
1,生日,生日,shēngrì
1,省,省,shěng
1,剩,剩,shèng
1,胜利,勝利,shènglì
1,师傅,師傅,shīfu
1,十,十,shí
1,十分,十分,shífēn
1,时候,時候,shíhou
1,时间,時間,shíjiān
1,实践,實踐,shíjiàn
1,实现,實現,shíxiàn
1,食堂,食堂,shítáng
1,使用,使用,shǐyòng
1,世界,世界,shìjiè
1,市,市,shì
1,事,事,shì
1,事情,事情,shìqing
1,试,試,shì
1,是,是,shì
1,收,收,shōu
1,收拾,收拾,shōushí
1,手,手,shǒu
1,手表,手錶,shǒubiǎo
1,首都,首都,shǒudū
1,书,書,shū
1,输,輸,shū
1,舒服,舒服,shūfu
1,熟,熟,shú
1,数,數,shǔ
1,树,樹,shù
1,数,數,shù
1,数学,數學,shùxué
1,双,雙,shuāng
1,谁,誰,shuí
1,水,水,shuǐ
1,水果,水果,shuǐguǒ
1,水平,水平,shuǐpíng
1,睡,睡,shuì
1,睡觉,睡覺,shuìjiào
1,说,說,shuō
1,说明,說明,shuōmíng
1,思想,思想,sīxiǎng
1,死,死,sǐ
1,四,四,sì
1,送,送,sòng
1,宿舍,宿舍,sùshè
1,酸,酸,suān
1,算,算,suàn
1,虽然,雖然,suīrán
1,岁,歲,suì
1,所以,所以,suǒyǐ
1,所有,所有,suǒyǒu
1,他,他,tā
1,他们,他們,tāmen
1,它,它,tā
1,它们,它們,tāmen
1,她,她,tā
1,她们,她們,tāmen
1,抬,抬,tái
1,太,太,tài
1,太阳,太陽,tàiyáng
1,态度,態度,tàidù
1,谈,談,tán
1,汤,湯,tāng
1,糖,糖,táng
1,躺,躺,tǎng
1,讨论,討論,tǎolùn
1,特别,特別,tèbié
1,疼,疼,téng
1,踢,踢,tī
1,提,提,tí
1,提高,提高,tígāo
1,体育,體育,tǐyù
1,天,天,tiān
1,天气,天氣,tiānqì
1,条,條,tiáo
1,条件,條件,tiáojiàn
1,跳,跳,tiào
1,跳舞,跳舞,tiàowǔ
1,听,聽,tīng
1,听见,聽見,tīngjiàn
1,听说,聽說,tīngshuō
1,听写,聽寫,tīngxiě
1,停,停,tíng
1,挺,挺,tǐng
1,通,通,tōng
1,通过,通過,tōngguò
1,通知,通知,tōngzhī
1,同时,同時,tóngshí
1,同学,同學,tóngxué
1,同意,同意,tóngyì
1,同志,同志,tóngzhì
1,痛快,痛快,tòngkuài
1,头,頭,tóu
1,突然,突然,tūrán
1,图书馆,圖書館,túshūguǎn
1,团结,團結,tuánjié
1,推,推,tuī
1,腿,腿,tuǐ
1,退,退,tuì
1,脱,脫,tuō
1,袜子,襪子,wàzi
1,外,外,wài
1,外边,外邊,wàibian
1,外国,外國,wàiguó
1,外语,外語,wàiyǔ
1,完,完,wán
1,完成,完成,wánchéng
1,完全,完全,wánquán
1,玩儿,玩兒,wánr
1,碗,碗,wǎn
1,晚,晚,wǎn
1,晚饭,晚飯,wǎnfàn
1,晚会,晚會,wǎnhuì
1,晚上,晚上,wǎnshàng
1,万,萬,wàn
1,往,往,wǎng
1,忘,忘,wàng
1,危险,危險,wēixiǎn
1,为,為,wéi
1,为,為,wèi
1,伟大,偉大,wěidà
1,喂,喂,wèi
1,位,位,wèi
1,为,為,wèi
1,为了,為了,wèile
1,为什么,為什麼,wèishénme
1,文化,文化,wénhuà
1,文学,文學,wénxué
1,文学家,文學家,wénxuéjiā
1,文艺,文藝,wényì
1,文章,文章,wénzhāng
1,问,問,wèn
1,问好,問好,wènhǎo
1,问题,問題,wèntí
1,我,我,wǒ
1,我们,我們,wǒmen
1,握手,握手,wòshǒu
1,屋子,屋子,wūzi
1,五,五,wǔ
1,午饭,午飯,wǔfàn
1,物理,物理,wùlǐ
1,西,西,xī
1,西边,西邊,xībian
1,希望,希望,xīwàng
1,习惯,習慣,xíguàn
1,喜欢,喜歡,xǐhuan
1,洗,洗,xǐ
1,洗澡,洗澡,xǐzǎo
1,系,系,xì
1,细,細,xì
1,下,下,xià
1,下边,下邊,xiàbiān
1,下课,下課,xiàkè
1,下来,下來,xiàlái
1,下去,下去,xiàqù
1,下午,下午,xiàwǔ
1,夏,夏,xià
1,夏天,夏天,xiàtiān
1,先,先,xiān
1,先生,先生,xiānsheng
1,现代,現代,xiàndài
1,现在,現在,xiànzài
1,相信,相信,xiāngxìn
1,香,香,xiāng
1,香蕉,香蕉,xiāngjiāo
1,响,響,xiǎng
1,想,想,xiǎng
1,向,向,xiàng
1,像,像,xiàng
1,消息,消息,xiāoxi
1,小,小,xiǎo
1,小孩儿,小孩兒,xiǎoháir
1,小姐,小姐,xiǎojie
1,小时,小時,xiǎoshí
1,笑,笑,xiào
1,些,些,xiē
1,鞋,鞋,xié
1,写,寫,xiě
1,谢谢,謝謝,xièxie
1,心,心,xīn
1,辛苦,辛苦,xīnkǔ
1,新,新,xīn
1,新年,新年,xīnnián
1,新闻,新聞,xīnwén
1,信,信,xìn
1,信封,信封,xìnfēng
1,星期,星期,xīngqī
1,星期日,星期日,xīngqīrì
1,行,行,xíng
1,姓,姓,xìng
1,幸福,幸福,xìngfú
1,休息,休息,xiūxi
1,需要,需要,xūyào
1,许多,許多,xǔduō
1,学,學,xué
1,学生,學生,xuésheng
1,学习,學習,xuéxí
1,学校,學校,xuéxiào
1,学院,學院,xuéyuàn
1,雪,雪,xuě
1,呀,呀,yā
1,研究,研究,yánjiū
1,颜色,顏色,yánsè
1,眼睛,眼睛,yǎnjīng
1,演出,演出,yǎnchū
1,宴会,宴會,yànhuì
1,羊,羊,yáng
1,样子,樣子,yàngzi
1,要求,要求,yāoqiú
1,药,藥,yào
1,要,要,yào
1,要是,要是,yàoshi
1,也,也,yě
1,也许,也許,yěxǔ
1,页,頁,yè
1,夜,夜,yè
1,一,一,yī
1,一般,一般,yībān
1,一边...一边...,一邊...一邊...,yībiān...yībiān...
1,一点儿,一點兒,yīdiǎr
1,一定,一定,yīdìng
1,一共,一共,yīgòng
1,一会儿,一會兒,yīhuìr
1,一块儿,一塊兒,yīkuàir
1,一起,一起,yīqǐ
1,一切,一切,yīqiè
1,一下儿,一下兒,yīxiàr
1,一些,一些,yīxiē
1,一样,一樣,yīyàng
1,一直,一直,yīzhí
1,衣服,衣服,yīfu
1,医生,醫生,yīshēng
1,医院,醫院,yīyuàn
1,已经,已經,yǐjīng
1,以后,以後,yǐhòu
1,以前,以前,yǐqián
1,以为,以為,yǐwéi
1,椅子,椅子,yǐzi
1,亿,億,yì
1,艺术,藝術,yìshù
1,意见,意見,yìjiàn
1,意思,意思,yìsi
1,意义,意義,yìyì
1,阴,陰,yīn
1,因为,因為,yīnwèi
1,音乐,音樂,yīnyuè
1,银行,銀行,yínháng
1,应该,應該,yīnggāi
1,英语,英語,Yīngyǔ
1,赢,贏,yíng
1,影响,影響,yǐngxiǎng
1,永远,永遠,yǒngyuǎn
1,用,用,yòng
1,尤其,尤其,yóuqí
1,邮局,郵局,yóujú
1,邮票,郵票,yóupiào
1,游泳,游泳,yóuyǒng
1,有,有,yǒu
1,有的,有的,yǒude
1,有名,有名,yǒumíng
1,有时候,有時候,yǒushíhou
1,有些,有些,yǒuxiē
1,有意思,有意思,yǒu yìsi
1,友好,友好,yǒuhǎo
1,友谊,友誼,yǒuyì
1,又,又,yòu
1,右,右,yòu
1,鱼,魚,yú
1,愉快,愉快,yúkuài
1,雨,雨,yǔ
1,语法,語法,yǔfǎ
1,语言,語言,yǔyán
1,预习,預習,yùxí
1,遇到,遇到,yùdào
1,元,元,yuán
1,圆,圓,yuán
1,原来,原來,yuánlái
1,原谅,原諒,yuánliàng
1,远,遠,yuǎn
1,愿意,願意,yuànyì
1,月,月,yuè
1,月亮,月亮,yuèliang
1,月球,月球,yuèqiú
1,云,雲,yún
1,运动,運動,yùndòng
1,再,再,zài
1,再见,再見,zàijiàn
1,在,在,zài
1,咱,咱,zán
1,咱们,咱們,zánmen
1,脏,臟,zàng
1,早,早,zǎo
1,早晨,早晨,zǎochén
1,早饭,早飯,zǎofàn
1,怎么,怎麼,zěnme
1,怎么样,怎麼樣,zěnmeyàng
1,怎样,怎樣,zěnyàng
1,增加,增加,zēngjiā
1,展览,展覽,zhǎnlǎn
1,占,占,zhān
1,站,站,zhān
1,张,張,zhāng
1,长,長,zhǎng
1,掌握,掌握,zhǎngwò
1,着急,著急,zháojí
1,找,找,zhǎo
1,照顾,照顧,zhàogù
1,照相,照相,zhàoxiàng
1,这,這,zhè
1,这个,這個,zhège
1,这里,這裡,zhèlǐ
1,这么,這麼,zhème
1,这些,這些,zhèxiē
1,这样,這樣,zhèyàng
1,着,著,zhe
1,真,真,zhēn
1,真正,真正,zhēnzhèng
1,整齐,整齊,zhěngqí
1,正,正,zhèng
1,正确,正確,zhèngquè
1,正在,正在,zhèngzài
1,政府,政府,zhèngfǔ
1,政治,政治,zhèngzhì
1,只,只,zhī
1,支,支,zhī
1,知道,知道,zhīdào
1,知识,知識,zhīshi
1,指,指,zhǐ
1,纸,紙,zhǐ
1,只,只,zhǐ
1,只好,只好,zhǐhǎo
1,中,中,zhōng
1,中间,中間,zhōngjiān
1,中文,中文,Zhōngwén
1,中午,中午,zhōngwǔ
1,中学,中學,zhōngxué
1,钟,鐘,zhōng
1,钟头,鐘頭,zhōngtóu
1,种,種,zhǒng
1,重,重,zhòng
1,重要,重要,zhòngyào
1,周,周,zhōu
1,周围,周圍,zhōuwéi
1,猪,豬,zhū
1,主要,主要,zhǔyào
1,主意,主意,zhǔyì
1,住,住,zhù
1,注意,注意,zhùyì
1,祝,祝,zhù
1,装,裝,zhuāng
1,准备,準備,zhǔnbèi
1,桌子,桌子,zhuōzi
1,字,字,zì
1,自己,自己,zìjǐ
1,自行车,自行車,zìxíngchē
1,总是,總是,zǒngshì
1,走,走,zǒu
1,足球,足球,zúqiú
1,组织,組織,zǔzhī
1,祖国,祖國,zǔguó
1,嘴,嘴,zuǐ
1,最,最,zuì
1,最初,最初,zuìchū
1,最后,最後,zuìhòu
1,最近,最近,zuìjìn
1,昨天,昨天,zuótiān
1,左,左,zuǒ
1,坐,坐,zuò
1,座,座,zuò
1,做,做,zuò
1,作,作,zuò
1,作业,作業,zuòyè
2,阿,阿,ā
2,阿姨,阿姨,āyí
2,哎,哎,āi
2,哎呀,哎呀,āiyā
2,挨,挨,āi
2,挨,挨,ái
2,爱好,愛好,àihào
2,爱护,愛護,àihù
2,爱情,愛情,àiqíng
2,安全,安全,ānquán
2,安慰,安慰,ānwèi
2,安心,安心,ānxīn
2,岸,岸,àn
2,按,按,àn
2,按时,按時,ànshí
2,按照,按照,ànzhào
2,暗,暗,àn
2,拔,拔,bá
2,白,白,bái
2,白菜,白菜,báicài
2,白天,白天,báitiān
2,败,敗,bài
2,班长,班長,bānzhǎng
2,板,板,bǎn
2,办公,辦公,bàngōng
2,办事,辦事,bànshì
2,半导体,半導體,bàndǎotǐ
2,半拉,半拉,bànlǎ
2,半夜,半夜,bànyè
2,帮,幫,bāng
2,帮忙,幫忙,bāngmáng
2,榜样,榜樣,bǎngyàng
2,傍晚,傍晚,bàngwǎn
2,包,包,bāo
2,包括,包括,bāokuò
2,包子,包子,bāozi
2,宝贵,寶貴,bǎoguì
2,保,保,bǎo
2,保持,保持,bǎochí
2,保存,保存,bǎocún
2,保护,保護,bǎohù
2,保留,保留,bǎoliú
2,保卫,保衛,bǎowèi
2,保证,保證,bǎozhèng
